Textbox8,tbToday
Instrument Table (Website),Report Generated: 9/29/2012

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Array,SubsiteID,Subsite,NodeType,Class,ClassAlternateName,ClassDescription,DataProducts,Relative_Depths__m_
GS,GS01SUMO,Southern Ocean Surface Mooring,RI (Mooring Riser),CTDBP,CTD Pumped,CTDs equiped with a bottom pump,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,15 below sea surface 
GS,GS01SUMO,Southern Ocean Surface Mooring,RI (Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90 below sea surface; 750 below sea surface; 60 below sea surface; 500 below sea surface; 40 below sea surface; 350 below sea surface; 250 below sea surface; 20 below sea surface; 180 below sea surface; 1500 below sea surface; 130 below sea surface; 1000 below sea surface
GS,GS01SUMO,Southern Ocean Surface Mooring,RI (Mooring Riser),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,15 below sea surface 
GS,GS01SUMO,Southern Ocean Surface Mooring,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,20 below sea surface; 100 below sea surface 
GS,GS01SUMO,Southern Ocean Surface Mooring,RI (Mooring Riser),VELPT,Single Point Velocity Meter,Measures Mean U and V single point velocity,Mean Point Water Velocity,15 below sea surface 
GS,GS01SUMO,Southern Ocean Surface Mooring,SB (Surface Buoy),FDCHP,Direct Covariance Flux (High Power),Measures vertical fluxes associated with eddies in the flow over the ocean,Direct Covariance Flux of Heat; Direct Covariance Flux of Momentum; Direct Covariance Flux of Moisture; Turbulent Humidity Fluctuation; Platform Direction and Tilt (3 axes); Relative Humidity; Turbulent Air Temperature; Wind Velocity in 3 Dimensions,~3 above sea surface 
GS,GS01SUMO,Southern Ocean Surface Mooring,SB (Surface Buoy),METBK,Bulk Meteorology Instrument Package,"Measures surface meteorology and provides the data required to compute air-sea fluxes of heat, freshwater, and momentum",Barometric Pressure; Sea Surface Conductivity; Downwelling Longwave Irradiance; Precipitation; Relative Humidity; Downwelling Shortwave Irradiance ; Specific Humidity; Air Temperature; Sea Surface Temperature; Mean Wind Velocity ,~3 above sea surface 
GS,GS01SUMO,Southern Ocean Surface Mooring,SB (Surface Buoy),PCO2A,pCO2 Air-Sea,Measures partial pressure of CO2 at the air-sea interface,Flux of CO2 from the Ocean into the Atmosphere; Partial Pressure of CO2 in Atmosphere; Partial Pressure of CO2 in Surface Sea Water; PCO2A Gas Stream Pressure; CO2 Mole Fraction in Atmosphere; CO2 Mole Fraction in Surface Sea Water ,Sea Surface 
GS,GS01SUMO,Southern Ocean Surface Mooring,SB (Surface Buoy),WAVSS,Surface Wave Spectra,"Non-directional and directional wave characteristics, SurfaceWave Spectra",Wave Spectral Properties,Sea Surface 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,MP (Mid-Water Platform),ZPLSG,Bio-acoustic Sonar (Global),Measures acoustic signal of plankton and zooplankton on global arrays,Multi-Frequency Acoustic Backscatter,Mounted at 150 measures up to surface 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,SP (Surface-Piercing Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea Surface to 150 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,SP (Surface-Piercing Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Sea Surface to 150 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,SP (Surface-Piercing Profiler),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea Surface to 150 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,SP (Surface-Piercing Profiler),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Nitrate Concentation,Sea Surface to 150 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,SP (Surface-Piercing Profiler),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Sea Surface to 150 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,SP (Surface-Piercing Profiler),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Patial Pressure of CO2 in Water,Sea Surface to 150 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,SP (Surface-Piercing Profiler),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Diffuse Attenuation Coefficient; Downwelling Spectral Irradiance,Sea Surface to 150 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF (Wire-Following Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,~240 below sea surface to 2400 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF (Wire-Following Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,~240 below sea surface to 2400 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF (Wire-Following Profiler),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,~240 below sea surface to 2400 
GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF (Wire-Following Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,~240 below sea surface to 2400 
GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Mounted at 500 measures to surface 
GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI (Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90 below sea surface; 750 below sea surface; 60 below sea surface; 500 below sea surface; 40 below sea surface; 350 below sea surface; 30 below sea surface; 250 below sea surface; 180 below sea surface; 1500 below sea surface; 130 below sea surface; 1000 below sea surface
GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI (Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,40 below sea surface 
GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI (Mooring Riser),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,40 below sea surface 
GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,40 below sea surface 
GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI (Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Mounted at 500 measures to surface 
GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI (Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90 below sea surface; 750 below sea surface; 60 below sea surface; 500 below sea surface; 40 below sea surface; 350 below sea surface; 30 below sea surface; 250 below sea surface; 180 below sea surface; 1500 below sea surface; 130 below sea surface; 1000 below sea surface
GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI (Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,40 below sea surface 
GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI (Mooring Riser),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,40 below sea surface 
GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI (Mooring Riser),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,40 below sea surface 
GS,GS05MOAS,Southern Ocean Mobile Assets,GL (Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to 1000 
GS,GS05MOAS,Southern Ocean Mobile Assets,GL (Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Sea surface to 1000 
GS,GS05MOAS,Southern Ocean Mobile Assets,GL (Gliders),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to 1000 
RS,RS01SBVM,Slope Base Vertical Mooring,DP (Deep Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Near bottom to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,DP (Deep Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Near bottom to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,DP (Deep Profiler),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Near bottom to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,DP (Deep Profiler),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Near bottom to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,DP (Deep Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,Near bottom to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,LJ (LP Jbox),ADCPT,Velocity Profiler (short range),ADCPs capable of measuring 300 m or greater from the instrument,Echo Intensity; Velocity Profile , 
RS,RS01SBVM,Slope Base Vertical Mooring,LJ (LP Jbox),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Bottom 
RS,RS01SBVM,Slope Base Vertical Mooring,LJ (LP Jbox),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Bottom 
RS,RS01SBVM,Slope Base Vertical Mooring,LJ (LP Jbox),HPIES,"Horizontal Electric Field, Pressure and Inverted Echo Sounder","Horizontal electric field, pressure, inverted echo sounder for: water column integration of velocity, acoustic travel time, pressure, water column structure",Horizontal Electric Fields; Water Property Profile Time Series; Vertically Averaged Horizontal Water Velocity (VAHWV) ; Water Column Heat Content; Bottom Pressure; Roundtrip Acoustic Travel Time (RATT) , 
RS,RS01SBVM,Slope Base Vertical Mooring,LJ (LP Jbox),HYDBB,Broadband Acoustic Receiver (Hydrophone),"Broadband (Passive) Acoustic Receiver in the water column to measure acoustic signal ofmarine mammals, fish, wind, and rain",Acoustic Pressure Waves ; Frequency , 
RS,RS01SBVM,Slope Base Vertical Mooring,LJ (LP Jbox),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Bottom 
RS,RS01SBVM,Slope Base Vertical Mooring,PC (Platform Interface Controller),ADCPT,Velocity Profiler (short range),ADCPs capable of measuring 300 m or greater from the instrument,Echo Intensity; Velocity Profile , 
RS,RS01SBVM,Slope Base Vertical Mooring,PC (Platform Interface Controller),CAMDS,Digital Still Camera with Strobes,"Ethernet Camera with strobes for digital still imagery of water column biology, vents, diffuse flow, seeps, macrofauna",Still Image , 
RS,RS01SBVM,Slope Base Vertical Mooring,PC (Platform Interface Controller),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,200 below sea surface 
RS,RS01SBVM,Slope Base Vertical Mooring,PC (Platform Interface Controller),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,200 below sea surface 
RS,RS01SBVM,Slope Base Vertical Mooring,PC (Platform Interface Controller),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,200 below sea surface 
RS,RS01SBVM,Slope Base Vertical Mooring,PC (Platform Interface Controller),HYDBB,Broadband Acoustic Receiver (Hydrophone),"Broadband (Passive) Acoustic Receiver in the water column to measure acoustic signal ofmarine mammals, fish, wind, and rain",Acoustic Pressure Waves ; Frequency ,200 below sea surface 
RS,RS01SBVM,Slope Base Vertical Mooring,PC (Platform Interface Controller),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,200 below sea surface 
RS,RS01SBVM,Slope Base Vertical Mooring,PC (Platform Interface Controller),VADCP,"5-Beam, 600 kHz Acoustic Doppler Current Profiler (= 50 m range)","3-D (U,V,W) velocity profile at resolutions that are appropriate to estimate turbulence parameters",Echo Intensity; Turbulent Velocity Profile ,"Mounted at 200, uplooking "
RS,RS01SBVM,Slope Base Vertical Mooring,SF (Shallow Profiler Science Float),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Near sea surface to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,SF (Shallow Profiler Science Float),DOFST,Dissolved Oxygen Fast Response,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients,Oxygen Concentration from Stable DO Instrument,Near sea surface to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,SF (Shallow Profiler Science Float),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) , 
RS,RS01SBVM,Slope Base Vertical Mooring,SF (Shallow Profiler Science Float),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Nitrate Concentation,Near sea surface to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,SF (Shallow Profiler Science Float),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Near sea surface to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,SF (Shallow Profiler Science Float),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Photosynthetically Active Radiation (PAR),Near sea surface to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,SF (Shallow Profiler Science Float),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Patial Pressure of CO2 in Water,Near sea surface to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,SF (Shallow Profiler Science Float),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,Near sea surface to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,SF (Shallow Profiler Science Float),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Diffuse Attenuation Coefficient; Downwelling Spectral Irradiance,Near sea surface to 200 
RS,RS01SBVM,Slope Base Vertical Mooring,SF (Shallow Profiler Science Float),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,Near sea surface to 200 
RS,RS01SLBS,Slope Base,MJ (MP Jbox),HYDLF,Low Frequency Broadband Acoustic Receiver (Hydrophone) on Seafloor,"Broadband (Passive) Acoustic Receiver to measure acoustic signal of wind, rain, and seismic t-phases",Acoustic Pressure Waves ,Bottom 
RS,RS01SLBS,Slope Base,MJ (MP Jbox),OBSBB,Broadband Ocean Bottom Seismometer,Measures global/regional seismic events and harmonic tremors,Broadband Ground Acceleration; Broadband Ground Velocity ,Bottom 
RS,RS01SLBS,Slope Base,MJ (MP Jbox),PREST,Tidal Seafloor Pressure,Measures tidal pressure on the seafloor to mm scale,Seafloor Pressure, 
RS,RS01SLBS,Slope Base,MJ (MP Jbox),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,Bottom 
RS,RS01SUM1,Southern Hydrate Summit 1,LJ (LP Jbox),HYDLF,Low Frequency Broadband Acoustic Receiver (Hydrophone) on Seafloor,"Broadband (Passive) Acoustic Receiver to measure acoustic signal of wind, rain, and seismic t-phases",Acoustic Pressure Waves ,Bottom 
RS,RS01SUM1,Southern Hydrate Summit 1,LJ (LP Jbox),OBSSP,Short-Period Ocean Bottom Seismometer,Measures regional/local seismic activity,Short Period Ground Velocity,Bottom 
RS,RS01SUM1,Southern Hydrate Summit 1,LJ (LP Jbox),PREST,Tidal Seafloor Pressure,Measures tidal pressure on the seafloor to mm scale,Seafloor Pressure, 
RS,RS01SUM1,Southern Hydrate Summit 1,LJ (LP Jbox),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,Bottom 
RS,RS01SUM2,Southern Hydrate Summit 2,MJ (MP Jbox),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Echo Intensity; Velocity Profile ,Bottom 
RS,RS01SUM2,Southern Hydrate Summit 2,MJ (MP Jbox),CAMDS,Digital Still Camera with Strobes,"Ethernet Camera with strobes for digital still imagery of water column biology, vents, diffuse flow, seeps, macrofauna",Still Image , 
RS,RS01SUM2,Southern Hydrate Summit 2,MJ (MP Jbox),FLOBN,Benthic Fluid Flow,Benthic fluid flow rate sampler. Measures benthic flow rates via optical injection tracer at the sediment-water interface,Benthic Flow Rates, 
RS,RS01SUM2,Southern Hydrate Summit 2,MJ (MP Jbox),MASSP,Mass Spectrometer,Mass Spectrometer for dissolved gases in hydrothermal and seep fluids,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time , 
RS,RS01SUM2,Southern Hydrate Summit 2,MJ (MP Jbox),OSMOI,Osmosis-Based Water Sampler,Collecting samples of diffuse flow and seep fluids for major/trace element chemistry,Physical Fluid Sample,Bottom 
RS,RS03ASHS,Ashes,ID (IF box HD camera),CAMHD,HD Digital Video Camera with Strobes,"HD Camera with strobes, pan, and tilt for high definition video imagery of vents, diffuse flow, seeps, macrofauna",HD Video Image, 
RS,RS03ASHS,Ashes,MJ (MP Jbox),OBSSP,Short-Period Ocean Bottom Seismometer,Measures regional/local seismic activity,Short Period Ground Velocity, 
RS,RS03ASHS,Ashes,MJ (MP Jbox),OSMOI,Osmosis-Based Water Sampler,Collecting samples of diffuse flow and seep fluids for major/trace element chemistry,Physical Fluid Sample, 
RS,RS03ASHS,Ashes,MJ (MP Jbox),TMPSF,Diffuse Vent Fluid 3-D Temperature Array,Measures temperatures of diffuse flow across the seafloor,Temperature Array in Spatial Grid, 
RS,RS03AXBS,Axial Base,MJ (MP Jbox),HYDLF,Low Frequency Broadband Acoustic Receiver (Hydrophone) on Seafloor,"Broadband (Passive) Acoustic Receiver to measure acoustic signal of wind, rain, and seismic t-phases",Acoustic Pressure Waves ,Bottom 
RS,RS03AXBS,Axial Base,MJ (MP Jbox),OBSBB,Broadband Ocean Bottom Seismometer,Measures global/regional seismic events and harmonic tremors,Broadband Ground Acceleration; Broadband Ground Velocity ,Bottom 
RS,RS03AXBS,Axial Base,MJ (MP Jbox),PREST,Tidal Seafloor Pressure,Measures tidal pressure on the seafloor to mm scale,Seafloor Pressure, 
RS,RS03AXBS,Axial Base,MJ (MP Jbox),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,Bottom 
RS,RS03AXVM,Axial Mooring,DP (Deep Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Near bottom to 150 
RS,RS03AXVM,Axial Mooring,DP (Deep Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Near bottom to 150 
RS,RS03AXVM,Axial Mooring,DP (Deep Profiler),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Near bottom to 150 
RS,RS03AXVM,Axial Mooring,DP (Deep Profiler),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Near bottom to 150 
RS,RS03AXVM,Axial Mooring,DP (Deep Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,Near bottom to 150 
RS,RS03AXVM,Axial Mooring,LJ (LP Jbox),ADCPT,Velocity Profiler (short range),ADCPs capable of measuring 300 m or greater from the instrument,Echo Intensity; Velocity Profile , 
RS,RS03AXVM,Axial Mooring,LJ (LP Jbox),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Bottom 
RS,RS03AXVM,Axial Mooring,LJ (LP Jbox),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,Bottom 
RS,RS03AXVM,Axial Mooring,LJ (LP Jbox),HPIES,"Horizontal Electric Field, Pressure and Inverted Echo Sounder","Horizontal electric field, pressure, inverted echo sounder for: water column integration of velocity, acoustic travel time, pressure, water column structure",Horizontal Electric Fields; Water Property Profile Time Series; Vertically Averaged Horizontal Water Velocity (VAHWV) ; Water Column Heat Content; Bottom Pressure; Roundtrip Acoustic Travel Time (RATT) , 
RS,RS03AXVM,Axial Mooring,LJ (LP Jbox),HYDBB,Broadband Acoustic Receiver (Hydrophone),"Broadband (Passive) Acoustic Receiver in the water column to measure acoustic signal ofmarine mammals, fish, wind, and rain",Acoustic Pressure Waves ; Frequency , 
RS,RS03AXVM,Axial Mooring,LJ (LP Jbox),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Bottom 
RS,RS03AXVM,Axial Mooring,PC (Platform Interface Controller),ADCPT,Velocity Profiler (short range),ADCPs capable of measuring 300 m or greater from the instrument,Echo Intensity; Velocity Profile ,200 below sea surface 
RS,RS03AXVM,Axial Mooring,PC (Platform Interface Controller),CAMDS,Digital Still Camera with Strobes,"Ethernet Camera with strobes for digital still imagery of water column biology, vents, diffuse flow, seeps, macrofauna",Still Image , 
RS,RS03AXVM,Axial Mooring,PC (Platform Interface Controller),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,200 below sea surface 
RS,RS03AXVM,Axial Mooring,PC (Platform Interface Controller),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Oxygen Concentration from Fastrep DO Instrument,200 below sea surface 
RS,RS03AXVM,Axial Mooring,PC (Platform Interface Controller),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,200 below sea surface 
RS,RS03AXVM,Axial Mooring,PC (Platform Interface Controller),HYDBB,Broadband Acoustic Receiver (Hydrophone),"Broadband (Passive) Acoustic Receiver in the water column to measure acoustic signal ofmarine mammals, fish, wind, and rain",Acoustic Pressure Waves ; Frequency ,200 below sea surface 
RS,RS03AXVM,Axial Mooring,PC (Platform Interface Controller),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,200 below sea surface 
RS,RS03AXVM,Axial Mooring,PC (Platform Interface Controller),VADCP,"5-Beam, 600 kHz Acoustic Doppler Current Profiler (= 50 m range)","3-D (U,V,W) velocity profile at resolutions that are appropriate to estimate turbulence parameters",Echo Intensity; Turbulent Velocity Profile ,"Mounted at 200, uplooking "
RS,RS03AXVM,Axial Mooring,SF (Shallow Profiler Science Float),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Near sea surface to 200 
RS,RS03AXVM,Axial Mooring,SF (Shallow Profiler Science Float),DOFST,Dissolved Oxygen Fast Response,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients,Oxygen Concentration from Stable DO Instrument,Near sea surface to 200 
RS,RS03AXVM,Axial Mooring,SF (Shallow Profiler Science Float),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) , 
RS,RS03AXVM,Axial Mooring,SF (Shallow Profiler Science Float),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Nitrate Concentation,Near sea surface to 200 
