Textbox8,tbToday
Subseries Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Class,Series,Subseries,Subseries_Name,Attribute,AttributeValue
ADCPT,M,01,ADCPT Series M Sub 01,Produces Acoustic Interference,
ADCPT,M,01,ADCPT Series M Sub 01,Ready for 2013?,
ADCPT,M,01,ADCPT Series M Sub 01,RSN O&M Spares,
ADCPT,M,01,ADCPT Series M Sub 01,RSN Part Number,
ADCPT,M,01,ADCPT Series M Sub 01,Susceptible to Acoustic Interference,Yes
ADCPT,M,01,ADCPT Series M Sub 01,"Vendor CLIN, SubCLIN or Model #","ADYD01, A-WHS600-500, A-Model#WHWDS-50, A-Model#WHSM-HWK (Ti hardware body)"
BOTPT,A,01,BOTPT Series A Sub 01,2009 Baseline Price*,
BOTPT,A,01,BOTPT Series A Sub 01,2009 Deployed Instrument Count,3
BOTPT,A,01,BOTPT Series A Sub 01,Alternate Instrument Class Name,Bottom Pressure and Tilt
BOTPT,A,01,BOTPT Series A Sub 01,CE Spares,
BOTPT,A,01,BOTPT Series A Sub 01,CGSN MREFC Spares,
BOTPT,A,01,BOTPT Series A Sub 01,CGSN O&M Spares,
BOTPT,A,01,BOTPT Series A Sub 01,CGSN P/N,
BOTPT,A,01,BOTPT Series A Sub 01,ClassLongName,pressure_bottom_tilt
BOTPT,A,01,BOTPT Series A Sub 01,Comments,
BOTPT,A,01,BOTPT Series A Sub 01,CP Spares,
BOTPT,A,01,BOTPT Series A Sub 01,Description,Measures seafloor inflation and deflation due to magmatic processes
BOTPT,A,01,BOTPT Series A Sub 01,ECRs that changed the count,
BOTPT,A,01,BOTPT Series A Sub 01,Global Spares,
BOTPT,A,01,BOTPT Series A Sub 01,Instrument Configuration,
BOTPT,A,01,BOTPT Series A Sub 01,Link to the Specification,
BOTPT,A,01,BOTPT Series A Sub 01,Notes,
BOTPT,A,01,BOTPT Series A Sub 01,PrimaryScienceDiscipline,G
BOTPT,A,01,BOTPT Series A Sub 01,Produces Acoustic Interference,
BOTPT,A,01,BOTPT Series A Sub 01,Ready for 2013?,
BOTPT,A,01,BOTPT Series A Sub 01,RSN O&M Spares,1
BOTPT,A,01,BOTPT Series A Sub 01,RSN Part Number,4830-58316
BOTPT,A,01,BOTPT Series A Sub 01,Susceptible to Acoustic Interference,
BOTPT,A,01,BOTPT Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
CAMDS,A,01,CAMDS Series A Sub 01,2009 Baseline Price*,"$55,590.00"
CAMDS,A,01,CAMDS Series A Sub 01,2009 Deployed Instrument Count,9
CAMDS,A,01,CAMDS Series A Sub 01,Alternate Instrument Class Name,Digital Still Camera with Strobes
CAMDS,A,01,CAMDS Series A Sub 01,CE Spares,1
CAMDS,A,01,CAMDS Series A Sub 01,CGSN MREFC Spares,1
CAMDS,A,01,CAMDS Series A Sub 01,CGSN O&M Spares,
CAMDS,A,01,CAMDS Series A Sub 01,CGSN P/N,3305-00013-00001
CAMDS,A,01,CAMDS Series A Sub 01,ClassLongName,camera_digital_still_strobe
CAMDS,A,01,CAMDS Series A Sub 01,Comments,Uncabled version
CAMDS,A,01,CAMDS Series A Sub 01,CP Spares,
CAMDS,A,01,CAMDS Series A Sub 01,Description,"Ethernet Camera with strobes for digital still imagery of water column biology, vents, diffuse flow, seeps, macrofauna"
CAMDS,A,01,CAMDS Series A Sub 01,ECRs that changed the count,ECR 1300-00177
CAMDS,A,01,CAMDS Series A Sub 01,Global Spares,
CAMDS,A,01,CAMDS Series A Sub 01,Instrument Configuration,
CAMDS,A,01,CAMDS Series A Sub 01,Link to the Specification,
CAMDS,A,01,CAMDS Series A Sub 01,Notes,
CAMDS,A,01,CAMDS Series A Sub 01,PrimaryScienceDiscipline,B
CAMDS,A,01,CAMDS Series A Sub 01,Produces Acoustic Interference,
CAMDS,A,01,CAMDS Series A Sub 01,Ready for 2013?,No. Waiver 1303-00956.
CAMDS,A,01,CAMDS Series A Sub 01,RSN O&M Spares,
CAMDS,A,01,CAMDS Series A Sub 01,RSN Part Number,
CAMDS,A,01,CAMDS Series A Sub 01,Susceptible to Acoustic Interference,
CAMDS,A,01,CAMDS Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
CAMDS,B,01,CAMDS Series B Sub 01,2009 Baseline Price*,"$55,590.00"
CAMDS,B,01,CAMDS Series B Sub 01,2009 Deployed Instrument Count,9
CAMDS,B,01,CAMDS Series B Sub 01,Alternate Instrument Class Name,Digital Still Camera with Strobes
CAMDS,B,01,CAMDS Series B Sub 01,CE Spares,1
CAMDS,B,01,CAMDS Series B Sub 01,CGSN MREFC Spares,1
CAMDS,B,01,CAMDS Series B Sub 01,CGSN O&M Spares,
CAMDS,B,01,CAMDS Series B Sub 01,CGSN P/N,3305-00013-00002
CAMDS,B,01,CAMDS Series B Sub 01,ClassLongName,camera_digital_still_strobe
CAMDS,B,01,CAMDS Series B Sub 01,Comments,Cabled version
CAMDS,B,01,CAMDS Series B Sub 01,CP Spares,
CAMDS,B,01,CAMDS Series B Sub 01,Description,"Ethernet Camera with strobes for digital still imagery of water column biology, vents, diffuse flow, seeps, macrofauna"
CAMDS,B,01,CAMDS Series B Sub 01,ECRs that changed the count,ECR 1300-00177
CAMDS,B,01,CAMDS Series B Sub 01,Global Spares,
CAMDS,B,01,CAMDS Series B Sub 01,Instrument Configuration,
CAMDS,B,01,CAMDS Series B Sub 01,Link to the Specification,
CAMDS,B,01,CAMDS Series B Sub 01,Notes,
CAMDS,B,01,CAMDS Series B Sub 01,PrimaryScienceDiscipline,B
CAMDS,B,01,CAMDS Series B Sub 01,Produces Acoustic Interference,
CAMDS,B,01,CAMDS Series B Sub 01,Ready for 2013?,Maybe
CAMDS,B,01,CAMDS Series B Sub 01,RSN O&M Spares,2
CAMDS,B,01,CAMDS Series B Sub 01,RSN Part Number,4830-58317
CAMDS,B,01,CAMDS Series B Sub 01,Susceptible to Acoustic Interference,
CAMDS,B,01,CAMDS Series B Sub 01,"Vendor CLIN, SubCLIN or Model #",
CAMDS,C,01,CAMDS Series C Sub 01,2009 Baseline Price*,"$55,590.00"
CAMDS,C,01,CAMDS Series C Sub 01,2009 Deployed Instrument Count,9
CAMDS,C,01,CAMDS Series C Sub 01,Alternate Instrument Class Name,Digital Still Camera with Strobes
CAMDS,C,01,CAMDS Series C Sub 01,CE Spares,
CAMDS,C,01,CAMDS Series C Sub 01,CGSN MREFC Spares,
CAMDS,C,01,CAMDS Series C Sub 01,CGSN O&M Spares,
CAMDS,C,01,CAMDS Series C Sub 01,CGSN P/N,
CAMDS,C,01,CAMDS Series C Sub 01,ClassLongName,camera_digital_still_strobe
CAMDS,C,01,CAMDS Series C Sub 01,Comments,
CAMDS,C,01,CAMDS Series C Sub 01,CP Spares,
CAMDS,C,01,CAMDS Series C Sub 01,Description,"Ethernet Camera with strobes for digital still imagery of water column biology, vents, diffuse flow, seeps, macrofauna"
CAMDS,C,01,CAMDS Series C Sub 01,ECRs that changed the count,ECR 1300-00177
CAMDS,C,01,CAMDS Series C Sub 01,Global Spares,
CAMDS,C,01,CAMDS Series C Sub 01,Instrument Configuration,
CAMDS,C,01,CAMDS Series C Sub 01,Link to the Specification,
CAMDS,C,01,CAMDS Series C Sub 01,Notes,
CAMDS,C,01,CAMDS Series C Sub 01,PrimaryScienceDiscipline,B
CAMDS,C,01,CAMDS Series C Sub 01,Produces Acoustic Interference,
CAMDS,C,01,CAMDS Series C Sub 01,Ready for 2013?,
CAMDS,C,01,CAMDS Series C Sub 01,RSN O&M Spares,
CAMDS,C,01,CAMDS Series C Sub 01,RSN Part Number,
CAMDS,C,01,CAMDS Series C Sub 01,Susceptible to Acoustic Interference,
CAMDS,C,01,CAMDS Series C Sub 01,"Vendor CLIN, SubCLIN or Model #",
CAMHD,A,01,CAMHD Series A Sub 01,2009 Baseline Price*,
CAMHD,A,01,CAMHD Series A Sub 01,2009 Deployed Instrument Count,1
CAMHD,A,01,CAMHD Series A Sub 01,Alternate Instrument Class Name,HD Digital Video Camera with Strobes
CAMHD,A,01,CAMHD Series A Sub 01,CE Spares,
CAMHD,A,01,CAMHD Series A Sub 01,CGSN MREFC Spares,
CAMHD,A,01,CAMHD Series A Sub 01,CGSN O&M Spares,
CAMHD,A,01,CAMHD Series A Sub 01,CGSN P/N,
CAMHD,A,01,CAMHD Series A Sub 01,ClassLongName,camera_digital_video_HD
CAMHD,A,01,CAMHD Series A Sub 01,Comments,
CAMHD,A,01,CAMHD Series A Sub 01,CP Spares,
CAMHD,A,01,CAMHD Series A Sub 01,Description,"HD Camera with strobes, pan, and tilt for high definition video imagery of vents, diffuse flow, seeps, macrofauna"
CAMHD,A,01,CAMHD Series A Sub 01,ECRs that changed the count,
CAMHD,A,01,CAMHD Series A Sub 01,Global Spares,
CAMHD,A,01,CAMHD Series A Sub 01,Instrument Configuration,
CAMHD,A,01,CAMHD Series A Sub 01,Link to the Specification,
CAMHD,A,01,CAMHD Series A Sub 01,Notes,
CAMHD,A,01,CAMHD Series A Sub 01,PrimaryScienceDiscipline,B
CAMHD,A,01,CAMHD Series A Sub 01,Produces Acoustic Interference,
CAMHD,A,01,CAMHD Series A Sub 01,Ready for 2013?,
CAMHD,A,01,CAMHD Series A Sub 01,RSN O&M Spares,1
CAMHD,A,01,CAMHD Series A Sub 01,RSN Part Number,4830-58318
CAMHD,A,01,CAMHD Series A Sub 01,Susceptible to Acoustic Interference,
CAMHD,A,01,CAMHD Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
CTDAV,N,01,CTDAV Series N Sub 01,2009 Baseline Price*,
CTDAV,N,01,CTDAV Series N Sub 01,2009 Deployed Instrument Count,3
CTDAV,N,01,CTDAV Series N Sub 01,Alternate Instrument Class Name,CTD AUV
CTDAV,N,01,CTDAV Series N Sub 01,CE Spares,
CTDAV,N,01,CTDAV Series N Sub 01,CGSN MREFC Spares,
CTDAV,N,01,CTDAV Series N Sub 01,CGSN O&M Spares,
CTDAV,N,01,CTDAV Series N Sub 01,CGSN P/N,1331-00001-00004
CTDAV,N,01,CTDAV Series N Sub 01,ClassLongName,CTD_AUV
CTDAV,N,01,CTDAV Series N Sub 01,Comments,Hydroid P/N: 60-168
CTDAV,N,01,CTDAV Series N Sub 01,CP Spares,
CTDAV,N,01,CTDAV Series N Sub 01,Description,CTDs to be mounted on AUVs
CTDAV,N,01,CTDAV Series N Sub 01,ECRs that changed the count,
CTDAV,N,01,CTDAV Series N Sub 01,Global Spares,
CTDAV,N,01,CTDAV Series N Sub 01,Instrument Configuration,SBE Glider Payload CTD (GP-CTD)
CTDAV,N,01,CTDAV Series N Sub 01,Link to the Specification,
CTDAV,N,01,CTDAV Series N Sub 01,Notes,
CTDAV,N,01,CTDAV Series N Sub 01,PrimaryScienceDiscipline,P
CTDAV,N,01,CTDAV Series N Sub 01,Produces Acoustic Interference,
CTDAV,N,01,CTDAV Series N Sub 01,Ready for 2013?,
CTDAV,N,01,CTDAV Series N Sub 01,RSN O&M Spares,
CTDAV,N,01,CTDAV Series N Sub 01,RSN Part Number,
CTDAV,N,01,CTDAV Series N Sub 01,Susceptible to Acoustic Interference,
CTDAV,N,01,CTDAV Series N Sub 01,"Vendor CLIN, SubCLIN or Model #",
CTDBP,C,01,CTDBP Series C Sub 01,2009 Baseline Price*,"$10,630.00"
CTDBP,C,01,CTDBP Series C Sub 01,2009 Deployed Instrument Count,15
CTDBP,C,01,CTDBP Series C Sub 01,Alternate Instrument Class Name,CTD Pumped
CTDBP,C,01,CTDBP Series C Sub 01,CE Spares,2
CTDBP,C,01,CTDBP Series C Sub 01,CGSN MREFC Spares,1
CTDBP,C,01,CTDBP Series C Sub 01,CGSN O&M Spares,2
CTDBP,C,01,CTDBP Series C Sub 01,CGSN P/N,1336-00001-00003
CTDBP,C,01,CTDBP Series C Sub 01,ClassLongName,CTD_bottom_pumped
CTDBP,C,01,CTDBP Series C Sub 01,Comments,
CTDBP,C,01,CTDBP Series C Sub 01,CP Spares,1
CTDBP,C,01,CTDBP Series C Sub 01,Description,CTDs equiped with a bottom pump
CTDBP,C,01,CTDBP Series C Sub 01,ECRs that changed the count,
CTDBP,C,01,CTDBP Series C Sub 01,Global Spares,
CTDBP,C,01,CTDBP Series C Sub 01,Instrument Configuration,"SBE 16plusV2 (600 m plastic housing; 100 m strain gauge; MCBH 6-pin connectors, 5P plastic pump w/ MCBH)"
CTDBP,C,01,CTDBP Series C Sub 01,Link to the Specification,
CTDBP,C,01,CTDBP Series C Sub 01,Notes,
CTDBP,C,01,CTDBP Series C Sub 01,PrimaryScienceDiscipline,P
CTDBP,C,01,CTDBP Series C Sub 01,Produces Acoustic Interference,
CTDBP,C,01,CTDBP Series C Sub 01,Ready for 2013?,
CTDBP,C,01,CTDBP Series C Sub 01,RSN O&M Spares,
CTDBP,C,01,CTDBP Series C Sub 01,RSN Part Number,
CTDBP,C,01,CTDBP Series C Sub 01,Susceptible to Acoustic Interference,
CTDBP,C,01,CTDBP Series C Sub 01,"Vendor CLIN, SubCLIN or Model #","YD03 16plusV2, YD03 16p-1a, YD03 16p-2b, YD03 16p-5, YD03 16p-4h"
CTDBP,D,01,CTDBP Series D Sub 01,2009 Baseline Price*,"$10,630.00"
CTDBP,D,01,CTDBP Series D Sub 01,2009 Deployed Instrument Count,15
CTDBP,D,01,CTDBP Series D Sub 01,Alternate Instrument Class Name,CTD Pumped
CTDBP,D,01,CTDBP Series D Sub 01,CE Spares,
CTDBP,D,01,CTDBP Series D Sub 01,CGSN MREFC Spares,
CTDBP,D,01,CTDBP Series D Sub 01,CGSN O&M Spares,1
CTDBP,D,01,CTDBP Series D Sub 01,CGSN P/N,1336-00001-00004
CTDBP,D,01,CTDBP Series D Sub 01,ClassLongName,CTD_bottom_pumped
CTDBP,D,01,CTDBP Series D Sub 01,Comments,
CTDBP,D,01,CTDBP Series D Sub 01,CP Spares,1
CTDBP,D,01,CTDBP Series D Sub 01,Description,CTDs equiped with a bottom pump
CTDBP,D,01,CTDBP Series D Sub 01,ECRs that changed the count,
CTDBP,D,01,CTDBP Series D Sub 01,Global Spares,
CTDBP,D,01,CTDBP Series D Sub 01,Instrument Configuration,"SBE 16plusV2 (600 m plastic housing; 350 m strain gauge; MCBH 6-pin connectors, 5P plastic pump w/ MCBH)"
CTDBP,D,01,CTDBP Series D Sub 01,Link to the Specification,
CTDBP,D,01,CTDBP Series D Sub 01,Notes,
CTDBP,D,01,CTDBP Series D Sub 01,PrimaryScienceDiscipline,P
CTDBP,D,01,CTDBP Series D Sub 01,Produces Acoustic Interference,
CTDBP,D,01,CTDBP Series D Sub 01,Ready for 2013?,
CTDBP,D,01,CTDBP Series D Sub 01,RSN O&M Spares,
CTDBP,D,01,CTDBP Series D Sub 01,RSN Part Number,
CTDBP,D,01,CTDBP Series D Sub 01,Susceptible to Acoustic Interference,
CTDBP,D,01,CTDBP Series D Sub 01,"Vendor CLIN, SubCLIN or Model #","YD04 16plusV2, YD04 16p-1a, YD04 16p-2c, YD04 16p-5, YD04 16p-4h"
CTDBP,E,01,CTDBP Series E Sub 01,2009 Baseline Price*,"$10,630.00"
CTDBP,E,01,CTDBP Series E Sub 01,2009 Deployed Instrument Count,15
CTDBP,E,01,CTDBP Series E Sub 01,Alternate Instrument Class Name,CTD Pumped
CTDBP,E,01,CTDBP Series E Sub 01,CE Spares,1
CTDBP,E,01,CTDBP Series E Sub 01,CGSN MREFC Spares,1
CTDBP,E,01,CTDBP Series E Sub 01,CGSN O&M Spares,1
CTDBP,E,01,CTDBP Series E Sub 01,CGSN P/N,1336-00001-00005
CTDBP,E,01,CTDBP Series E Sub 01,ClassLongName,CTD_bottom_pumped
CTDBP,E,01,CTDBP Series E Sub 01,Comments,
CTDBP,E,01,CTDBP Series E Sub 01,CP Spares,1
CTDBP,E,01,CTDBP Series E Sub 01,Description,CTDs equiped with a bottom pump
CTDBP,E,01,CTDBP Series E Sub 01,ECRs that changed the count,
CTDBP,E,01,CTDBP Series E Sub 01,Global Spares,
CTDBP,E,01,CTDBP Series E Sub 01,Instrument Configuration,"SBE 16plusV2 (600 m plastic housing; 600 m strain gauge; MCBH 6-pin connectors, 5P plastic pump w/ MCBH)"
CTDBP,E,01,CTDBP Series E Sub 01,Link to the Specification,
CTDBP,E,01,CTDBP Series E Sub 01,Notes,
CTDBP,E,01,CTDBP Series E Sub 01,PrimaryScienceDiscipline,P
CTDBP,E,01,CTDBP Series E Sub 01,Produces Acoustic Interference,
CTDBP,E,01,CTDBP Series E Sub 01,Ready for 2013?,
CTDBP,E,01,CTDBP Series E Sub 01,RSN O&M Spares,
CTDBP,E,01,CTDBP Series E Sub 01,RSN Part Number,
CTDBP,E,01,CTDBP Series E Sub 01,Susceptible to Acoustic Interference,
CTDBP,E,01,CTDBP Series E Sub 01,"Vendor CLIN, SubCLIN or Model #","YD05 16plusV2, YD05 16p-1a, YD05 16p-2s, YD05 16p-5, YD05 16p-4h"
CTDBP,F,01,CTDBP Series F Sub 01,2009 Baseline Price*,"$10,630.00"
CTDBP,F,01,CTDBP Series F Sub 01,2009 Deployed Instrument Count,15
CTDBP,F,01,CTDBP Series F Sub 01,Alternate Instrument Class Name,CTD Pumped
CTDBP,F,01,CTDBP Series F Sub 01,CE Spares,
CTDBP,F,01,CTDBP Series F Sub 01,CGSN MREFC Spares,1
CTDBP,F,01,CTDBP Series F Sub 01,CGSN O&M Spares,1
CTDBP,F,01,CTDBP Series F Sub 01,CGSN P/N,1336-00001-00006
CTDBP,F,01,CTDBP Series F Sub 01,ClassLongName,CTD_bottom_pumped
CTDBP,F,01,CTDBP Series F Sub 01,Comments,
CTDBP,F,01,CTDBP Series F Sub 01,CP Spares,
CTDBP,F,01,CTDBP Series F Sub 01,Description,CTDs equiped with a bottom pump
CTDBP,F,01,CTDBP Series F Sub 01,ECRs that changed the count,
CTDBP,F,01,CTDBP Series F Sub 01,Global Spares,2
CTDBP,F,01,CTDBP Series F Sub 01,Instrument Configuration,"SBE 16plusV2 (7000 m titanium housing; 100 m strain gauge; MCBH 6-pin connectors, 5T titanium pump w/ MCBH)"
CTDBP,F,01,CTDBP Series F Sub 01,Link to the Specification,
CTDBP,F,01,CTDBP Series F Sub 01,Notes,
CTDBP,F,01,CTDBP Series F Sub 01,PrimaryScienceDiscipline,P
CTDBP,F,01,CTDBP Series F Sub 01,Produces Acoustic Interference,
CTDBP,F,01,CTDBP Series F Sub 01,Ready for 2013?,
CTDBP,F,01,CTDBP Series F Sub 01,RSN O&M Spares,
CTDBP,F,01,CTDBP Series F Sub 01,RSN Part Number,
CTDBP,F,01,CTDBP Series F Sub 01,Susceptible to Acoustic Interference,
CTDBP,F,01,CTDBP Series F Sub 01,"Vendor CLIN, SubCLIN or Model #","YD06 16plusV2, YD06 16p-1b, YD06 16p-2b, YD06 16p-5, YD06 16p-4d"
CTDBP,N,01,CTDBP Series N Sub 01,2009 Baseline Price*,"$10,630.00"
CTDBP,N,01,CTDBP Series N Sub 01,2009 Deployed Instrument Count,15
CTDBP,N,01,CTDBP Series N Sub 01,Alternate Instrument Class Name,CTD Pumped
CTDBP,N,01,CTDBP Series N Sub 01,CE Spares,1
CTDBP,N,01,CTDBP Series N Sub 01,CGSN MREFC Spares,1
CTDBP,N,01,CTDBP Series N Sub 01,CGSN O&M Spares,
CTDBP,N,01,CTDBP Series N Sub 01,CGSN P/N,1336-00001-00014
CTDBP,N,01,CTDBP Series N Sub 01,ClassLongName,CTD_bottom_pumped
CTDBP,N,01,CTDBP Series N Sub 01,Comments,
CTDBP,N,01,CTDBP Series N Sub 01,CP Spares,
CTDBP,N,01,CTDBP Series N Sub 01,Description,CTDs equiped with a bottom pump
CTDBP,N,01,CTDBP Series N Sub 01,ECRs that changed the count,
CTDBP,N,01,CTDBP Series N Sub 01,Global Spares,
CTDBP,N,01,CTDBP Series N Sub 01,Instrument Configuration,"SBE 16plusV2 (600 m plastic housing; 130 m digiquartz sensor; MCBH 6-pin connectors, 5P plastic pump w/ MCBH)"
CTDBP,N,01,CTDBP Series N Sub 01,Link to the Specification,
CTDBP,N,01,CTDBP Series N Sub 01,Notes,
CTDBP,N,01,CTDBP Series N Sub 01,PrimaryScienceDiscipline,P
CTDBP,N,01,CTDBP Series N Sub 01,Produces Acoustic Interference,
CTDBP,N,01,CTDBP Series N Sub 01,Ready for 2013?,
CTDBP,N,01,CTDBP Series N Sub 01,RSN O&M Spares,
CTDBP,N,01,CTDBP Series N Sub 01,RSN Part Number,
CTDBP,N,01,CTDBP Series N Sub 01,Susceptible to Acoustic Interference,
CTDBP,N,01,CTDBP Series N Sub 01,"Vendor CLIN, SubCLIN or Model #","16plusV2, 16p-1a, 16p-???, 16p-5, 16p-4h"
CTDBP,O,01,CTDBP Series O Sub 01,2009 Baseline Price*,"$10,630.00"
CTDBP,O,01,CTDBP Series O Sub 01,2009 Deployed Instrument Count,15
CTDBP,O,01,CTDBP Series O Sub 01,Alternate Instrument Class Name,CTD Pumped
CTDBP,O,01,CTDBP Series O Sub 01,CE Spares,1
CTDBP,O,01,CTDBP Series O Sub 01,CGSN MREFC Spares,
CTDBP,O,01,CTDBP Series O Sub 01,CGSN O&M Spares,1
CTDBP,O,01,CTDBP Series O Sub 01,CGSN P/N,1336-00001-00015
CTDBP,O,01,CTDBP Series O Sub 01,ClassLongName,CTD_bottom_pumped
CTDBP,O,01,CTDBP Series O Sub 01,Comments,
CTDBP,O,01,CTDBP Series O Sub 01,CP Spares,
CTDBP,O,01,CTDBP Series O Sub 01,Description,CTDs equiped with a bottom pump
CTDBP,O,01,CTDBP Series O Sub 01,ECRs that changed the count,
CTDBP,O,01,CTDBP Series O Sub 01,Global Spares,
CTDBP,O,01,CTDBP Series O Sub 01,Instrument Configuration,"SBE 16plusV2 (600 m plastic housing; 680 m digiquartz sensor; MCBH 6-pin connectors, 5P plastic pump w/ MCBH)"
CTDBP,O,01,CTDBP Series O Sub 01,Link to the Specification,
CTDBP,O,01,CTDBP Series O Sub 01,Notes,
CTDBP,O,01,CTDBP Series O Sub 01,PrimaryScienceDiscipline,P
CTDBP,O,01,CTDBP Series O Sub 01,Produces Acoustic Interference,
CTDBP,O,01,CTDBP Series O Sub 01,Ready for 2013?,
CTDBP,O,01,CTDBP Series O Sub 01,RSN O&M Spares,
CTDBP,O,01,CTDBP Series O Sub 01,RSN Part Number,
CTDBP,O,01,CTDBP Series O Sub 01,Susceptible to Acoustic Interference,
CTDBP,O,01,CTDBP Series O Sub 01,"Vendor CLIN, SubCLIN or Model #","16plusV2, 16p-1a, 16p-???, 16p-5, 16p-4h"
CTDBP,P,01,CTDBP Series P Sub 01,2009 Baseline Price*,"$10,630.00"
CTDBP,P,01,CTDBP Series P Sub 01,2009 Deployed Instrument Count,15
CTDBP,P,01,CTDBP Series P Sub 01,Alternate Instrument Class Name,CTD Pumped
CTDBP,P,01,CTDBP Series P Sub 01,CE Spares,
CTDBP,P,01,CTDBP Series P Sub 01,CGSN MREFC Spares,
CTDBP,P,01,CTDBP Series P Sub 01,CGSN O&M Spares,
CTDBP,P,01,CTDBP Series P Sub 01,CGSN P/N,
CTDBP,P,01,CTDBP Series P Sub 01,ClassLongName,CTD_bottom_pumped
CTDBP,P,01,CTDBP Series P Sub 01,Comments,
CTDBP,P,01,CTDBP Series P Sub 01,CP Spares,
CTDBP,P,01,CTDBP Series P Sub 01,Description,CTDs equiped with a bottom pump
CTDBP,P,01,CTDBP Series P Sub 01,ECRs that changed the count,
CTDBP,P,01,CTDBP Series P Sub 01,Global Spares,
CTDBP,P,01,CTDBP Series P Sub 01,Instrument Configuration,7000m titanium housing; 1000m strain gauge; MCBH 6-pin connector; 5T titanium pump with MCBH
CTDBP,P,01,CTDBP Series P Sub 01,Link to the Specification,
CTDBP,P,01,CTDBP Series P Sub 01,Notes,
CTDBP,P,01,CTDBP Series P Sub 01,PrimaryScienceDiscipline,P
CTDBP,P,01,CTDBP Series P Sub 01,Produces Acoustic Interference,
CTDBP,P,01,CTDBP Series P Sub 01,Ready for 2013?,
CTDBP,P,01,CTDBP Series P Sub 01,RSN O&M Spares,
CTDBP,P,01,CTDBP Series P Sub 01,RSN Part Number,
CTDBP,P,01,CTDBP Series P Sub 01,Susceptible to Acoustic Interference,
CTDBP,P,01,CTDBP Series P Sub 01,"Vendor CLIN, SubCLIN or Model #",
CTDGV,M,01,CTDGV Series M Sub 01,2009 Baseline Price*,
CTDGV,M,01,CTDGV Series M Sub 01,2009 Deployed Instrument Count,24
CTDGV,M,01,CTDGV Series M Sub 01,Alternate Instrument Class Name,CTD Glider
CTDGV,M,01,CTDGV Series M Sub 01,CE Spares,
CTDGV,M,01,CTDGV Series M Sub 01,CGSN MREFC Spares,
CTDGV,M,01,CTDGV Series M Sub 01,CGSN O&M Spares,
CTDGV,M,01,CTDGV Series M Sub 01,CGSN P/N,1331-00001-00003
CTDGV,M,01,CTDGV Series M Sub 01,ClassLongName,CTD_glider
CTDGV,M,01,CTDGV Series M Sub 01,Comments,TWR P/N: G-1451 (Rev. A)
CTDGV,M,01,CTDGV Series M Sub 01,CP Spares,
CTDGV,M,01,CTDGV Series M Sub 01,Description,CTDs to be mounted on gliders
CTDGV,M,01,CTDGV Series M Sub 01,ECRs that changed the count,
CTDGV,M,01,CTDGV Series M Sub 01,Global Spares,
CTDGV,M,01,CTDGV Series M Sub 01,Instrument Configuration,SBE Slocum Glider Payload CTD
CTDGV,M,01,CTDGV Series M Sub 01,Link to the Specification,
CTDGV,M,01,CTDGV Series M Sub 01,Notes,
CTDGV,M,01,CTDGV Series M Sub 01,PrimaryScienceDiscipline,P
CTDGV,M,01,CTDGV Series M Sub 01,Produces Acoustic Interference,
CTDGV,M,01,CTDGV Series M Sub 01,Ready for 2013?,
CTDGV,M,01,CTDGV Series M Sub 01,RSN O&M Spares,
CTDGV,M,01,CTDGV Series M Sub 01,RSN Part Number,
CTDGV,M,01,CTDGV Series M Sub 01,Susceptible to Acoustic Interference,
CTDGV,M,01,CTDGV Series M Sub 01,"Vendor CLIN, SubCLIN or Model #",
CTDMO,G,01,CTDMO Series G Sub 01,2009 Baseline Price*,"$5,760.00"
CTDMO,G,01,CTDMO Series G Sub 01,2009 Deployed Instrument Count,138
CTDMO,G,01,CTDMO Series G Sub 01,Alternate Instrument Class Name,CTD Mooring (Inductive)
CTDMO,G,01,CTDMO Series G Sub 01,CE Spares,
CTDMO,G,01,CTDMO Series G Sub 01,CGSN MREFC Spares,6
CTDMO,G,01,CTDMO Series G Sub 01,CGSN O&M Spares,6
CTDMO,G,01,CTDMO Series G Sub 01,CGSN P/N,1336-00001-00007
CTDMO,G,01,CTDMO Series G Sub 01,ClassLongName,CTD_mooring
CTDMO,G,01,CTDMO Series G Sub 01,Comments,"Wire rope clamp size FLMA/B 5/16 wire, 7/16 O.D."
CTDMO,G,01,CTDMO Series G Sub 01,CP Spares,
CTDMO,G,01,CTDMO Series G Sub 01,Description,CTDs to be used in surface and subsurface moorings
CTDMO,G,01,CTDMO Series G Sub 01,ECRs that changed the count,
CTDMO,G,01,CTDMO Series G Sub 01,Global Spares,12
CTDMO,G,01,CTDMO Series G Sub 01,Instrument Configuration,SBE 37IM (1000 m pressure sensor) 7/16 in. wire rope guide
CTDMO,G,01,CTDMO Series G Sub 01,Link to the Specification,
CTDMO,G,01,CTDMO Series G Sub 01,Notes,
CTDMO,G,01,CTDMO Series G Sub 01,PrimaryScienceDiscipline,P
CTDMO,G,01,CTDMO Series G Sub 01,Produces Acoustic Interference,
CTDMO,G,01,CTDMO Series G Sub 01,Ready for 2013?,
CTDMO,G,01,CTDMO Series G Sub 01,RSN O&M Spares,
CTDMO,G,01,CTDMO Series G Sub 01,RSN Part Number,
